formation_id,assertion_ids,event_date,place,region,country,source_report_urls,source_image_urls,source_image_count,current_location_role,current_latitude,current_longitude,current_coordinate_uncertainty_m,source_coordinate_availability,publisher_map_target_availability,named_geographic_clues,identifiable_persistent_landmarks,source_image_dimensions,display_rights,publication_rights,straight_component_likelihood,priority_score,processing_status,blocker_or_rejection_reason,selected_overlay_id,registration_classification,review_date
cc_db1599385db5,iccra_2790f698dc941307,2008-09-13,Bedford,Indiana,United States,"https://iccra.org/bystate/Indiana/ICCRA%20-%20IN%20-%20Bedford,%20Lawrence%20County%20(September%2013,%202008).html; https://iccra.org/bystate/Indiana/ICCRA_IN%20-%20Bedford,%20Lawrence%20County%209-13,2008/Photo%20Gallery/index.htm","https://iccra.org/NEWS/images/Bedford,%20IN%20location%20map.jpg; https://iccra.org/NEWS/Ted%20Photos%20Bedford%20IN/Bedford%20IN%209%202008%20004a.jpg; https://iccra.org/bystate/Indiana/ICCRA_IN%20-%20Bedford,%20Lawrence%20County%209-13,2008/Photo%20Gallery/thumbnails/Bedford%20IN%209%202008%20001.jpg; https://iccra.org/bystate/Indiana/ICCRA_IN%20-%20Bedford,%20Lawrence%20County%209-13,2008/Photo%20Gallery/thumbnails/Bedford%20IN%209%202008%20002.jpg; https://iccra.org/bystate/Indiana/ICCRA_IN%20-%20Bedford,%20Lawrence%20County%209-13,2008/Photo%20Gallery/thumbnails/Bedford%20IN%209%202008%20003.jpg; https://iccra.org/bystate/Indiana/ICCRA_IN%20-%20Bedford,%20Lawrence%20County%209-13,2008/Photo%20Gallery/thumbnails/Bedford%20IN%209%202008%20004.jpg; https://iccra.org/bystate/Indiana/ICCRA_IN%20-%20Bedford,%20Lawrence%20County%209-13,2008/Photo%20Gallery/thumbnails/Bedford%20IN%209%202008%20005.jpg; https://iccra.org/bystate/Indiana/ICCRA_IN%20-%20Bedford,%20Lawrence%20County%209-13,2008/Photo%20Gallery/thumbnails/Bedford%20IN%209%202008%20006.jpg; https://iccra.org/bystate/Indiana/ICCRA_IN%20-%20Bedford,%20Lawrence%20County%209-13,2008/Photo%20Gallery/thumbnails/Bedford%20IN%209%202008%20007.jpg; https://iccra.org/bystate/Indiana/ICCRA_IN%20-%20Bedford,%20Lawrence%20County%209-13,2008/Photo%20Gallery/thumbnails/Bedford%20IN%209%202008%20008.jpg; https://iccra.org/bystate/Indiana/ICCRA_IN%20-%20Bedford,%20Lawrence%20County%209-13,2008/Photo%20Gallery/thumbnails/Bedford%20IN%209%202008%20009.jpg; https://iccra.org/bystate/Indiana/ICCRA_IN%20-%20Bedford,%20Lawrence%20County%209-13,2008/Photo%20Gallery/thumbnails/Bedford%20IN%209%202008%20010.jpg; https://iccra.org/bystate/Indiana/ICCRA_IN%20-%20Bedford,%20Lawrence%20County%209-13,2008/Photo%20Gallery/thumbnails/Bedford%20IN%209%202008%20011.jpg; https://iccra.org/bystate/Indiana/ICCRA_IN%20-%20Bedford,%20Lawrence%20County%209-13,2008/Photo%20Gallery/thumbnails/Bedford%20IN%209%202008%20012.jpg; https://iccra.org/bystate/Indiana/ICCRA_IN%20-%20Bedford,%20Lawrence%20County%209-13,2008/Photo%20Gallery/thumbnails/Bedford%20IN%209%202008%20013.jpg; https://iccra.org/bystate/Indiana/ICCRA_IN%20-%20Bedford,%20Lawrence%20County%209-13,2008/Photo%20Gallery/thumbnails/Bedford%20IN%209%202008%20014.jpg; https://iccra.org/bystate/Indiana/ICCRA_IN%20-%20Bedford,%20Lawrence%20County%209-13,2008/Photo%20Gallery/thumbnails/Bedford%20IN%209%202008%20015.jpg; https://iccra.org/photogallery/images/Bedford%20IN%209%202008%20001a.jpg; https://iccra.org/photogallery/images/Bedford%20IN%209%202008%20002a.jpg; https://iccra.org/photogallery/images/Bedford%20IN%209%202008%20003a.jpg; https://iccra.org/photogallery/images/Bedford%20IN%209%202008%20005a.jpg; https://iccra.org/photogallery/images/Bedford%20IN%209%202008%20006a.jpg; https://iccra.org/photogallery/images/Bedford%20IN%209%202008%20007a.jpg; https://iccra.org/photogallery/images/Bedford%20IN%209%202008%20008a.jpg; https://iccra.org/photogallery/images/Bedford%20IN%209%202008%20009a.jpg; https://iccra.org/photogallery/images/Bedford%20IN%209%202008%20010a.jpg",26,formation_site,38.8226,-86.4968,1200.0,yes,no,Bedford; Lawrence County; Indiana; Sandpit Road; Mitchell Road,Bedford; Sandpit Road; Mitchell Road,515x509; 75x56; 630x473,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,high,5200,unresolved,"The Bedford report and map pin constrain the Sandpit Road / Mitchell Road vicinity, but the linked archive consists of ground photographs and the reported point leaves multiple adjacent fields plausible. No unique field or image registration is published.",,,2026-07-22
cc_af45ba1f38f5,iccra_5f74cb1fb1dfed25,2003-07-04,Mayville / Kekoskee,Wisconsin,United States,"https://iccra.org/bystate/Wisconsin/ICCRA%20-%20WI%20-%20Mayville-Kekoskee,%20Dodge%20County%20(July%204,%202003).html; https://iccra.org/reports/wisconsin_mayville_kekoskee_7_4_2003.htm",https://iccra.org/bystate/Wisconsin/images/mayville2003-1a.jpg; https://iccra.org/bystate/Wisconsin/images/mayville2003-1b.jpg; https://iccra.org/bystate/Wisconsin/images/mayville2003-1c.jpg; https://iccra.org/bystate/Wisconsin/images/mayville2003-1d.jpg; https://iccra.org/bystate/Wisconsin/images/mayville2003-1e.jpg; https://iccra.org/bystate/Wisconsin/images/mayville2003-1f.jpg; https://iccra.org/reports/images/mk_image002.jpg,7,formation_site,43.53016667,-88.5265,100.0,yes,no,Mayville / Kekoskee; Dodge County; Wisconsin,,275x200; 274x198; 425x312; 630x473; 274x188; 274x230; 548x358,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,high,5176,provisional_registration,,mayville-kekoskee-2003-source-gps-registration,provisional_registration,2026-07-21
cc_8a68d8a0471b,iccra_c100c7083922d347; a_bb14f2ae43a320,1994-06-14,Aloha [Sunset Hwy.],Oregon,United States,"https://iccra.org/bystate/Oregon/ICCRA%20-%20OR%20-%20Aloha,%20Sunset%20Hwy,%20Washington%20County%20(June%2014,%201994).html; https://www.cropcirclecenter.com/",https://iccra.org/bystate/Oregon/images/Aloha1994.jpg,1,formation_site,45.5166667,-122.9833333,1500.0,yes,no,Aloha [Sunset Hwy.]; Washington County; Oregon; Aloha; Sunset Highway; Sunset Hwy,Aloha; Sunset Highway; Sunset Hwy,273x222,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,5153,unresolved,"The Aloha coordinate is minute-rounded with approximately 1.5 km uncertainty, while the surviving aerial is tightly cropped around the formation and exposes no persistent surrounding landmarks. No unique field or defensible registration can be selected.",,,2026-07-22
cc_380f14de702d,iccra_8b50ef9c87fcc775,2005-06-21,Jupiter,North Carolina,United States,"https://iccra.org/bystate/North%20Carolina/ICCRA%20-%20NC%20-%20Jupiter,%20Madison%20County%20(June%2021,%202005).html",https://iccra.org/bystate/North%20Carolina/images/jupiter2005a.jpg; https://iccra.org/bystate/North%20Carolina/images/jupiter2005c.jpg; https://iccra.org/bystate/North%20Carolina/images/jupiter2005d.jpg,3,formation_site,35.822,-82.60283333,100.0,yes,no,Jupiter; Madison County; North Carolina,,630x426; 630x364,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,5144,provisional_registration,,jupiter-2005-source-gps-scene-placement,provisional_registration,2026-07-21
cc_801777bd00f0,iccra_09278c2f8bfe83d8,2003-07-24,Howell Township,Michigan,United States,"https://iccra.org/bystate/Michigan/ICCRA%20-%20MI%20-%20Howell%20Township,%20Livingston%20County%20(July%2024,%202003).html",https://iccra.org/bystate/Michigan/images/howell2003a.jpg; https://iccra.org/bystate/Michigan/images/howell2003b.jpg; https://iccra.org/bystate/Michigan/images/howell2003c.jpg,3,formation_site,42.60066667,-84.00066667,100.0,yes,no,Howell Township; Livingston County; Michigan,,434x281; 274x183; 384x256,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,5144,provisional_registration,,howell-township-2003-source-gps-registration,provisional_registration,2026-07-21
cc_30c270c0d791,iccra_a6edf7ac3fecfaee,2004-04,Oakvale,West Virginia,United States,"https://iccra.org/bystate/West%20Virginia/ICCRA%20-%20WV%20-%20Oakvale,%20Mercer%20County%20(April,%202004).html",https://iccra.org/bystate/West%20Virginia/images/oakvale2004.jpg,1,formation_site,37.334219,-80.9627778,100.0,yes,no,Oakvale; Mercer County; West Virginia,,273x204,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,5138,candidate_field,"The Oakvale source coordinate constrains a candidate field, but the only surviving 273 by 204 source photograph is a tight ground view without persistent surrounding landmarks. It is unsuitable for a defensible image registration.",,,2026-07-22
cc_73d09b214763,iccra_d0f334bbe26d6aaa,2012-09,Chillicothe,Ohio,United States,"https://iccra.org/bystate/Ohio/ICCRA%20-%20Ohio%20-%20Chillicothe,%20Ross%20County%20(Mid%20Sept%202012).html",https://iccra.org/bystate/Ohio/images/hopewell-diagram.jpg; https://iccra.org/bystate/Ohio/images/ross-diagram1.jpg; https://iccra.org/bystate/Ohio/images/ross-diagram2.jpg; https://iccra.org/bystate/Ohio/images/2012ChillicotheOH-lidar.jpg; https://iccra.org/bystate/Ohio/images/hopewell-ground.jpg; https://iccra.org/bystate/Ohio/images/hopewell-ground2.jpg; https://iccra.org/bystate/Ohio/images/hopewell-ground3.jpg; https://iccra.org/bystate/Ohio/images/hopewell-ground4.jpg; https://iccra.org/bystate/Ohio/images/hopewell-small.jpg; https://iccra.org/bystate/Ohio/images/hopewell3.jpg; https://iccra.org/bystate/Ohio/images/hopewell4.jpg,11,formation_site,39.3577689,-83.0871928,120.0,no,no,Chillicothe; Ross County; Ohio; Hopewell; Hopewell Mound Group; Sulphur Lick Road; North Fork Paint Creek,Hopewell; Chillicothe; Hopewell Mound Group; Sulphur Lick Road; North Fork Paint Creek,630x473; 480x360; 630x161; 630x354; 630x337; 630x419; 630x371; 630x469,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,high,5138,provisional_registration,,hopewell-2012-landmark-scene-placement,provisional_registration,2026-07-21
cc_5d10e918a4b4,iccra_0f395c638d0a0d2c,1997-08-13,Wausau,Wisconsin,United States,"https://iccra.org/bystate/Wisconsin/ICCRA%20-%20WI%20-%20Wausau,%20Marathon%20County%20(August%2013,%201997).html",https://iccra.org/bystate/Wisconsin/images/Wasau%201998%20via%20sat.jpg; https://iccra.org/bystate/Wisconsin/images/Wausau1997-1a.jpg; https://iccra.org/bystate/Wisconsin/images/Wausau1997-1b.png,3,formation_site,44.9475495,-89.5679034,100.0,no,no,Wausau; Marathon County; Wisconsin; Highway N; 41st Street; Townline Road; Camp Phillips Road,Wausau; Highway N; 41st Street; Townline Road; Camp Phillips Road,600x400; 632x403; 633x387,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,high,5114,provisional_registration,,wausau-1997-usgs-followup-registration,provisional_registration,2026-07-21
cc_ca0e623b0480,iccra_de178bb726f22109,1997-08-16,Wausau,Wisconsin,United States,"https://iccra.org/bystate/Wisconsin/ICCRA%20-%20WI%20-%20Wausau,%20Marathon%20County%20(August%2016,%201997).html",https://iccra.org/bystate/Wisconsin/images/Wausau1997-2a.jpg; https://iccra.org/bystate/Wisconsin/images/Wausau1997-2b.jpg,2,formation_site,44.9473776,-89.5750174,100.0,no,no,Wausau; Marathon County; Wisconsin; Highway N; 41st Street; Townline Road; Camp Phillips Road,Wausau; Highway N; 41st Street; Townline Road; Camp Phillips Road,640x466; 618x389,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,high,5111,candidate_field,"The contemporaneous W-Files road-grid fit resolves the August 16 formation to the field west of North 41st Street and north of Townline Road. The two ICCRA frames show the formation, a road edge, a farmstead, and tree lines, but intervening land-use change leaves fewer than three distributed, independently defensible affine controls against current reference imagery. The 100 metre candidate-field point is retained; no source-photo footprint is published. Explicit outcome: candidate_field.",,,2026-07-22
cc_0ed8b56730be,iccra_352fca1747e2add1,2003-06-28,Rockville (2),California,United States,"https://iccra.org/bystate/California/ICCRA%20-%20CA%20-%20Rockville%20(2),%20Solano%20County%20(June%2028,%202003).html",https://iccra.org/bystate/California/images/rockville2003-2a.jpg; https://iccra.org/bystate/California/images/rockville2003-2b.jpg,2,formation_site,38.2401,-122.1225,60.0,no,no,Rockville (2); Solano County; California; Rockville 2; Solano Community College; Rockville Road,Rockville 2; Solano Community College; Rockville Road; Solano County,300x400; 400x247,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,high,5106,provisional_registration,,rockville-2-2003-campus-scene-placement,provisional_registration,2026-07-21
cc_111e3cdced4f,iccra_fae41b00d57f206c,2002-08-11,Fresno,California,United States,"https://iccra.org/bystate/California/ICCRA%20-%20CA%20-%20Fresno,%20Fresno%20County%20(August%2011,%202002.html",https://iccra.org/bystate/California/images/fresno2002.jpg,1,formation_site,36.8292,-119.7226,700.0,no,no,Fresno; Fresno County; California; Fresno State farm; California State Route 168; Fresno State University Farm Laboratory; 48-acre harvested cornfield; adjacent to State Route 168,State Route 168; parallel service road; automobile dealership,354x512,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,high,5098,candidate_field,"Contemporaneous Fresno Bee reporting identifies a harvested 48-acre Fresno State cornfield adjacent to State Route 168, consistent with the ICCRA aerial's freeway, parallel service road, and automobile dealership. The university farm contained multiple corridor fields, and later campus construction removed or altered the strongest controls before a unique field could be independently recovered. The existing 700 metre corridor candidate is retained and the aerial remains source-only. Explicit outcome: candidate_field.",,,2026-07-22
cc_8a63f6cf9215,iccra_ea95cee11e8269e2,2002-08,Albion,Michigan,United States,"https://iccra.org/bystate/Michigan/ICCRA%20-%20MI%20-%20Albion,%20Calhoun%20County%20(September%2029,%202002).html",https://iccra.org/bystate/Michigan/images/albion2002-1a.jpg; https://iccra.org/bystate/Michigan/images/albion2002-1b.jpg,2,formation_site,42.2802039,-84.7965353,100.0,no,no,Albion; Calhoun County; Michigan; Starr Commonwealth; Starr Earthworks; 26 Mile Road; Interstate 94,Albion; Starr Commonwealth; Starr Earthworks; 26 Mile Road; Interstate 94,273x174; 273x155,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,5091,provisional_registration,,albion-starr-2002-landmark-scene-placement,provisional_registration,2026-07-21
cc_fba8a8655b8a,a_1fd29a461658ce; iccra_39df3bcb111d733f,2003-07-06,Vacaville,California,United States,"https://iccra.org/bystate/California/ICCRA%20-%20CA%20-%20Vacaville,%20Solano%20County%20(July%208,%202003).html; https://www.cropcirclecenter.com/",https://iccra.org/bystate/California/images/vacaville2003a.jpg; https://iccra.org/bystate/California/images/vacaville2003b.jpg,2,formation_site,38.3857,-121.9723,850.0,no,no,Vacaville; Solano County; California; Nut Tree Airport; Blue Ridge Aeronautics overflight; nine-house city block,residential street edge; field road; airport corridor,400x251; 300x400,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,medium,5091,candidate_field,"The full ICCRA report confirms the Nut Tree Airport overflight, and a higher-resolution licensed same-scene aerial resolves the residential street edge, nine-house block, field road, and complete insectoid figure. Modern reference imagery and the official 2003 Solano land-use geometry still admit multiple former airport-side fields; feature matching did not produce a unique defensible transform. The 850 metre search center is retained and no footprint is published. Explicit outcome: candidate_field.",,,2026-07-22
cc_b670486b7829,iccra_61aea042ec02187c,2004-06,New Park,Pennsylvania,United States,"https://iccra.org/bystate/Pennsylvania/ICCRA%20-%20PA%20-%20New%20Park,%20York%20County%20(June,%202004).html",https://iccra.org/bystate/Pennsylvania/images/newpark2004.jpg,1,formation_site,39.7795,-76.4665,800.0,no,no,New Park; York County; Pennsylvania; Maple Lawn Farms; Maize Quest; 2885 New Park Road,New Park; Maple Lawn Farms; Maize Quest; 2885 New Park Road,630x426,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,5083,queued,,,,
cc_6bc118741f7e,iccra_f93bee81349a3658,2005-07-02,Burnsville,North Carolina,United States,"https://iccra.org/bystate/North%20Carolina/ICCRA%20-%20NC%20-%20Burnsville,%20Yancey%20County%20(July%202,%202005).html",https://iccra.org/bystate/North%20Carolina/images/burnsville2005a.jpg; https://iccra.org/bystate/North%20Carolina/images/burnsville2005b.jpg; https://iccra.org/bystate/North%20Carolina/images/burnsville2005c.jpg,3,formation_site,35.889,-82.2875,900.0,no,no,Burnsville; Yancey County; North Carolina,Burnsville; Yancey County,630x426; 458x611; 630x472,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,5079,queued,,,,
cc_f6c7487031e4,iccra_5c0e838a1d14aae4,1995-04,Worthington,Ohio,United States,"https://iccra.org/bystate/Ohio/ICCRA%20-%20Ohio%20-%20Worthington,%20Franklin%20County%20(April%201995).htm","https://iccra.org/bystate/Ohio/images/Cole_Earthwork_Site_Layout2.jpg; https://iccra.org/bystate/Ohio/images/Cole%20Earthworks_High%20Banks.jpg; https://iccra.org/bystate/Ohio/images/Worthington,%20Ohio%201995closeup_a.jpg; https://iccra.org/bystate/Ohio/images/Worthington,%20Ohio%201995closeup_c.jpg; https://iccra.org/bystate/Ohio/images/Worthington,%20Ohio%201995n_w_arrows.jpg; https://iccra.org/bystate/Ohio/images/Worthington_021_21a1.jpg; https://iccra.org/bystate/Ohio/images/Worthington_uvs050124-006a.jpg; https://iccra.org/bystate/Ohio/images/miamisburg.JPG",8,locality_reference,40.09312,-83.01796,5000.0,no,no,Worthington; Franklin County; Ohio,,630x449; 630x420; 630x398; 630x430; 630x400; 630x496; 79x114,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,high,4044,queued,,,,
cc_3e5e0b843661,iccra_2144557e42f87d0c; iccra_9dc9a6f437981f19,2005-06-21,Leicester,North Carolina,United States,"https://iccra.org/bystate/North%20Carolina/ICCRA%20-%20NC%20-%20Leicester,%20Buncombe%20County%201%20(June%2021,%202005).html; https://iccra.org/bystate/North%20Carolina/ICCRA%20-%20NC%20-%20Leicester,%20Buncombe%20County%202%20(June%2021,%202005).html",https://iccra.org/bystate/North%20Carolina/images/Leicester2005-1a.jpg; https://iccra.org/bystate/North%20Carolina/images/Leicester2005-1b.jpg; https://iccra.org/bystate/North%20Carolina/images/Leicester2005-1c.jpg; https://iccra.org/bystate/North%20Carolina/images/Leicester2005-1d.jpg; https://iccra.org/bystate/North%20Carolina/images/Leicester2005-1e.jpg; https://iccra.org/bystate/North%20Carolina/images/Leicester2005-1f.jpg; https://iccra.org/bystate/North%20Carolina/images/Leicester2005-2.jpg,7,locality_reference,35.65511,-82.69624,5000.0,no,no,Leicester; Buncombe County #1; North Carolina,,625x432; 400x300; 630x473; 630x425; 575x560; 528x624; 599x400,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,high,4041,queued,,,,
cc_a8ca5c88871a,a_f07a5f345b1998; iccra_80b55e611691fd19,1952-08-19,West Palm Beach,Florida,United States,"https://iccra.org/bystate/Florida/ICCRA%20-%20FL%20-%20West%20Palm%20Beach,%20Palm%20Beach%20County%20(August%2019,%201952).htm; https://www.cropcirclecenter.com/","https://iccra.org/bystate/images/DesVergas1a.jpg; https://iccra.org/bystate/images/West%20Palm%20Beach,%20FL%201a.jpg; https://iccra.org/bystate/images/West%20Palm%20Beach,%20FL%202a.jpg; https://iccra.org/bystate/images/West%20Palm%20Beach,%20FL%203a.jpg; https://iccra.org/bystate/images/West%20Palm%20Beach,%20FL%204a.jpg; https://iccra.org/bystate/images/West%20Palm%20Beach,%20FL%205a.jpg; https://iccra.org/bystate/images/West%20Palm%20Beach,%20FL%20samples%201a.jpg",7,locality_reference,26.71534,-80.05337,5000.0,no,no,West Palm Beach; Palm Beach County; Florida,,200x393; 630x490; 630x495; 630x469; 630x498; 630x451,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,high,4041,queued,,,,
cc_1083b200c52a,iccra_4b156384dc18dc01,1996-10-12,Albion,Illinois,United States,"https://iccra.org/bystate/Illinois/ICCRA%20-%20IL%20-%20Albion,%20Edwards%20County%20(October%2012,%201996).html",https://iccra.org/bystate/Illinois/images/1AlbionOct16TheNavigatorPt1sm.jpg; https://iccra.org/bystate/Illinois/images/3AlbionOct16TheNavigator3a.jpg; https://iccra.org/bystate/Illinois/images/Albion-Grayville1996a.jpg; https://iccra.org/bystate/Illinois/images/Albion-Grayville1996b.jpg; https://iccra.org/bystate/Illinois/images/Albion-Grayville1996c.jpg; https://iccra.org/bystate/Illinois/images/Swayze1996.jpg,6,locality_reference,38.37755,-88.05615,5000.0,no,no,Albion; Edwards County; Illinois,,630x166; 508x1200; 624x379; 624x374; 624x518; 273x200,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,high,4038,queued,,,,
cc_0fdb69ce93fa,iccra_fa14b81cfddee086,2005-08-12,Yellow Springs,Ohio,United States,"https://iccra.org/bystate/Ohio/ICCRA%20-%20Ohio%20-%20Yellow%20Springs,%20Greene%20County%20(August%2012,%202005).htm",https://iccra.org/bystate/Ohio/images/miamisburg.JPG; https://iccra.org/bystate/Ohio/images/yellowsprings2005a.jpg; https://iccra.org/bystate/Ohio/images/yellowsprings2005b.jpg; https://iccra.org/bystate/Ohio/images/yellowsprings2005c.jpg; https://iccra.org/bystate/Ohio/images/yellowsprings2005d.jpg,5,locality_reference,39.80645,-83.88687,5000.0,no,no,Yellow Springs; Greene County; Ohio,,79x114; 630x432; 550x367; 630x407; 486x720,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,high,4035,queued,,,,
